Date,idf,AAPL,ABBV,ABT,ACN,AGN,ALL,AMGN,AMZN,AXP,BA,BIIB,BK,BKNG,BLK,BMY,CAT,CELG,CHTR,CL,CMCSA,COF,COST,CSCO,CVS,CVX,DD,DHR,DIS,DUK,EMR,F,FB,FDX,GD,GE,GILD,GM,GOOGL,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KHC,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,PYPL,QCOM,RTN,RTX,SBUX,SLB,SO,SPG,T,TGT,TXN,UNH,UNP,UPS,USB,V,VZ,WBA,WFC,WMT,XOM
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,0.12322275042172404,0.14733441815304227,0.05968727367924709,0.10324775348821547,0.13651640809505095,,0.09956572324301782,-0.0018810073428296992,0.5146154143937469,0.17837156259112086,0.41737304334727776,0.12493339433377693,0.22055086313155492,0.11087335318603975,0.22372676698420957,-0.0462406149290262,0.07757987564704139,,0.20400283304633637,-0.0428222493463396,0.1787098436175536,0.10274308989360947,0.11221736459602338,0.11511690691624255,0.09245497183236195,0.06317109926903464,0.1983521551941907,0.2011948224276474,0.30061689122792945,-0.015072254082517778,0.16704179436554645,0.22372051250757785,0.13052341743048101,0.08781866284597406,0.05977750653406422,0.28847464807758505,-0.044909216019106135,0.14087829170949395,0.259192433552232,0.0925895115725528,0.16606717068848886,0.045954933685424804,0.019746269538522432,-0.02298420322654604,0.1939520706800435,-0.00231209416272371,0.15604609792095547,-0.11088476722015606,-0.047670667109717124,-0.0007261417027231154,0.0337708673956143,0.08156249309319397,0.06264305551316873,-0.023879766984257533,-0.07696819504729346,0.08917450381737879,0.08607558772722856,-0.012600066330368476,-0.029677876211758325,-0.07188501934770597,0.14778141994060512,0.18710229851832638,1.1597342167622422,0.20222999774225903,0.6337463919040376,0.13798603396370934,-0.03762371327837266,0.08511512009865507,-0.02334444688826509,-0.06428362493020523,0.43040367009089264,0.17084200537043337,,0.11640327308093501,0.18995781045402538,0.14826496461376992,-0.04445645833922185,0.10136217514233703,-0.09206503912747821,-0.02493307945575529,0.1134428134934542,0.05470584090819686,0.21367371757075482,0.18695923935988934,0.1459946564916712,0.13176162008176817,0.04202177076493463,0.07457241896356104,0.1891316704052899,-0.05537999639379876,0.00876151872828479
2022-02-10,0.03973381620642824,-0.014880985959777826,-0.11541556417412735,0.07406479401696897,0.04479578380316074,,-0.13672294376253968,-0.049898458983033245,-0.035017737491059076,0.027485803656356556,0.15771369956634995,0.04299185672346484,0.20345087600968492,0.1692445773406328,0.04318560300345964,-0.09238531244100434,-0.09083983697156339,,0.0864471911321143,0.06606039807824304,0.03798002687719104,0.15476878690609985,-0.06699542484436682,-0.0018191668752322032,-0.029845245644732343,-0.20485179210338955,0.0374785488215954,-0.01939494891784288,0.09357484784802717,-0.09463728285884809,-0.016648049478066862,0.09775353111716312,0.028175997627052807,0.05753565704793617,-0.1343918267315909,0.04979093007613411,0.035686619283952004,0.15326456799188581,-0.021549645816610452,0.09158330072000109,-0.16981992079943498,0.13608848094006865,-0.0358462363928187,0.01652073139026089,-0.05730274682452985,-0.04849987006915013,0.09885842683972323,-0.13640226967200209,-0.010015920921131904,-0.17430007390233804,-0.15620841260228102,0.06800675479016549,0.07268924335405536,0.05740937749156205,0.08533807668970694,-0.038746083745091586,-0.011081510806311035,0.05151306514740006,-0.07998115559433339,-0.0670642943944677,-0.006335352094757218,-0.10609466265970469,0.08671922530657783,0.0807053007345333,-0.0676152991228346,0.0014682163078938437,0.012284137407034601,-0.041303530799453037,0.02839752132256379,0.10933735052876736,0.04623764423401622,0.09734048687871644,,-0.07708280496256992,0.08987994150535594,-0.10325096393591515,-0.07968161987114686,0.09220167672021251,0.01719803584263735,-0.026040591687271908,-0.07701452229599959,-0.05408278690435908,-0.11866323231358022,0.017358103185547646,0.03658968144725061,0.03277939798650764,0.034321442159555904,0.03413886971780378,0.12347782936685303,-0.055031498576398885,-0.08169013302548311
2021-12-29,0.03645328699970607,0.04085379447094062,-0.061244423012556615,0.10123458566556831,0.2101573484587338,,-0.04323492434594067,-0.005331687612902591,0.06413379164223709,-0.1641355830057507,-0.0689828404017857,0.17392294782837903,-0.08570982096707114,-0.09271869441912772,0.1690204053144584,-0.07158520885124509,0.016047788435650467,,0.08204182576542496,0.05934837587802089,0.02904208666892405,-0.07567770626668424,0.09340915634965685,0.15883560210303638,-0.020616521615407057,-0.13297560831859423,0.0032365623851715597,0.15726425493189344,0.01781014320357155,0.049804613146694265,-0.04548763501771491,0.13135147373603462,0.5036611190786306,0.07104532917729056,-0.02268023309401579,-0.04048989169189532,0.19177857107486762,0.13686927629646095,0.05796429121810531,0.042178304925246435,-0.2921937162755974,0.15700239118946624,0.08229465663037705,-0.01316024802159732,0.05276629411112954,0.01257227533247618,0.010678020281437162,0.04432775131021205,-0.039589455670738904,0.16182608696208178,-0.0808447623094517,0.12895088066089833,-0.036254891331807815,0.04523686402263927,-0.011232545449594289,-0.008867308118430617,-0.11710774306709881,0.11687734014216522,-0.05540053447539517,0.00509400539713023,0.13086179805041342,0.21921804884660379,0.5027936951719998,0.16544669118656508,0.16174887117481274,0.07371436581581259,0.027320803240518554,0.12935804674225593,0.03905474152255617,-0.10250306227974915,0.5961183547199331,0.06968458410270495,,-0.09646541381381402,0.21490806623380876,-0.24539275704165686,0.03214556280155234,0.10265313939749343,-0.010710074879886178,0.06584360930749344,0.11071570028913902,0.03874917430648028,0.03679996129253049,-0.027551170219908494,-0.05184938319685417,-0.03446238047935557,-0.024572662249885413,0.061560292082709855,-0.18317634093943935,0.04872133358865427,-0.22699984680752638
2021-11-15,0.029717698527179648,-0.1637863384689292,-0.13682029356338854,-0.08322107165801018,-0.11306632390175797,,-0.03355443038667327,-0.08875226356225485,0.04777155902634633,0.11780513968355266,0.1445055099017296,0.05230153649999725,0.026383401340080992,0.008525285869711352,0.043028163230461436,-0.04286404365901386,0.0018329652714497158,,0.05581450327979787,-0.07784714741170895,0.05514925476636923,0.0739749648607475,-0.08432987220455901,-0.10459653701446259,-0.09845709791242085,-0.02089649384910286,-0.026393546046792005,-0.08296458480249758,0.022987006333279547,-0.039709864947783724,0.03690160668964304,-0.03888609998888615,0.013471729994452453,-0.023152542223724315,-0.032805745722840673,0.12434516096418591,-0.09662837550146064,0.10029707713400593,0.012253227032711367,0.04268489798338626,0.018090602040716774,-0.1004974797949042,0.0719895775667505,-0.1085864153853815,-0.029133786993159827,-0.05301131716860952,0.05045414386097047,0.03881310294252538,-0.04691602990220067,-0.07179808350595573,-0.04557944812283721,-0.08793723823354138,0.0001937011141837086,-0.0631105051896691,-0.05303604910668891,0.12396104038975553,0.023452420336111057,0.01917068727539517,-0.06437928804697834,0.07736831533738298,-0.018990248255729814,-0.054735669988435376,0.11267081851832339,-0.00138003112183116,0.0006773796010663968,0.06586552313707417,-0.059371096279315805,-0.13772144503394246,-0.10225964658556508,-0.0023453657214984602,0.11880819034795054,-0.09841369112030751,,0.03421723082491224,-0.03875226037995794,0.09888915747331439,-0.08623469967333941,0.03645357356819523,0.0064935418564946445,0.1558002545770516,-0.008280570750892946,-0.11124953951652039,-0.04269315218069847,-0.019198110491390863,0.06819788699951523,-0.026905591790828076,0.0007639205033098673,-0.05799038692558167,0.05428274884897899,0.02530198913762316,0.052657422765972184
2021-10-04,-0.02675870414417958,-0.07375181160011623,-0.08055799576737188,-0.11089580676340438,-0.13544777247532758,,0.10287456717837196,0.010991335732303709,-0.10037564281191935,-0.059510578105822276,-0.03989876527466407,0.023912882881527597,-0.12288947957180318,0.02266519039184245,-0.1339431581583831,-0.01157332453215798,-0.07529986435343583,,0.06934529836548098,-0.047147933173656176,0.05901081859831714,0.05829994097867641,-0.15476524857048612,-0.05308190149348402,-0.10871928106332329,-0.10357812362417151,-0.10905166667724675,-0.0037038393115484958,0.0948684891303635,-0.008085590835247847,-0.03356098411855668,-0.27744209756406757,-0.061370660381218634,-0.1364645874017686,-0.023568753635472173,-0.01659319887061983,0.005357081049966128,-0.14276642058426836,-0.09964503467917774,-0.07573921193670763,-0.016239263209840815,-0.12021664845727198,-0.041271786103597274,0.14375540716333735,0.05526100865614758,-0.02629654791756686,-0.003662402390017694,-0.019404503664621542,-0.06411155728142959,-0.13275430064875848,0.014871444877424533,-0.13258916919453856,-0.04868916331481288,-0.038981622882986344,-0.07605401750151541,0.06353123454642629,-0.03504049453829139,-0.039659681017466086,0.028761040266436222,-0.007049984587559344,-0.15758631849073113,-0.0913670221837245,-0.11184555310744881,-0.12857569714156558,-0.34281426121609304,-0.05391860218390365,-0.08302812602159926,-0.15305369460561147,-0.06421366464723932,0.008703809991212674,0.19982122218065435,-0.24823446611299416,,-0.018578570189217047,-0.007942598608518425,-0.05623487905593638,-0.006808862786079617,-0.20470264274672334,0.07109013337429948,-0.145424293638987,2.3862855267342553e-05,-0.14150399285466575,-0.14888602369099102,-0.1564863514353957,0.0011578079989564838,0.05668896024921444,0.027869271539298524,-0.0604814529859129,-0.08302363941785107,-0.07610092814030889,-0.05388342577338212
2021-08-20,-0.03044772838311327,0.06504227813053154,0.09279865272342702,0.09339562994838158,0.04119069852398205,,0.056530817245365794,0.05717928876592948,0.0031882831360134922,-0.07477115071195473,-0.04968942066578341,0.2278671358192279,0.00889314159080401,-0.15644517070050468,0.10614070687498267,0.16478273022041057,0.06115050610833683,,0.07170427999794726,0.049826785575041166,0.04631919749735891,0.012702494633358263,0.04282722898991209,0.06637167258948806,0.012409059264657296,-0.0995034201165903,0.03804505279814907,0.07618927701846068,0.009569862441309418,0.06401352673404137,0.08607429903725583,-0.12404191164325551,0.10158471941518665,0.2199853888478167,-0.0010632058264181676,-0.046975554852221046,0.061532612225559946,-0.09596147367735197,0.028206056485724496,0.05293526176604235,-0.21071452643214839,0.003383255585563516,0.06297558215777199,-0.03469562557565464,-0.027305088930355104,0.12033667497781919,-0.0732554481485651,-0.01884833939756203,0.060874211999717875,0.2048476319643553,0.024899791654036996,0.018092115188490743,0.031348049164334535,-0.024232092179404918,0.08681649861186935,0.033707834632569655,-0.029822066954376614,0.10293127157286475,0.02363293967638791,-0.061598632878611115,0.07505914738382047,0.08224583732443014,-0.0935940548406996,0.1384638003980112,0.05475016665663657,-0.0035849747038031454,0.047083918855619133,0.14851492298089064,0.045392385387171164,0.041514597871028736,0.07038938604330269,0.11644549904871315,,-0.04150985238256366,0.028440676371100038,-0.14692214571238071,0.07832778695156373,-0.03716626595141326,0.011743089277887364,0.12178489936492931,-0.028518863831581975,0.10644939812446563,0.08330010988851178,0.08306237313349119,-0.08712886609857862,0.029502097097705127,0.01871561496744234,0.034482841944780906,0.008507017660315919,0.11581813382782347,-0.14549576046091162
2021-07-09,-0.024509859494303954,-0.022248918088440428,-0.029669464000114387,-0.055685005530809906,-0.06285883476864929,,-0.008100393652962001,0.0885387558305819,0.1623119563256108,0.07630656127491298,0.1265810805507226,0.04804826446115684,-0.06994984950363736,0.0579590698429715,-0.017292325811400278,-0.02947970486748619,0.05523289939348808,,-0.07256111297671686,0.04046016089140725,-0.023228411584145348,-0.05261321653227358,-0.10325186751602367,-0.0769494711591554,-0.04737216337497829,0.08892438368317879,0.07292953977359073,-0.13705908858164972,0.010963900311100838,-0.06972692607290243,-0.044864346176249126,0.1519491141554512,-0.024904643712769126,0.11198660906453539,-0.035884421386072174,0.052273822600492625,-0.05825531704639275,0.20409834508580604,-0.08666987913281177,-0.0609038468452795,0.22899497731966867,-0.021716645830251124,-0.018668981620116876,0.00574538782250289,0.06957328872954194,-0.054001249029584475,0.0067865755032918695,0.09153002433226298,-0.03848870406876237,-0.13538186431075905,0.0726263855711271,-0.06575128410781139,0.05056476473264304,-0.011782552785395417,-0.007402739559290383,-0.013317966755035604,-0.03495897225833344,0.027386001917300007,-0.022075408442664757,-0.008769690476589043,-0.08854988664265673,-0.13085299028926223,-0.019931290807383206,-0.04046719063313897,-0.03678663812955174,-0.016893956596883974,-0.05601509089361001,-0.1942844208961232,-0.061454527013711346,-0.019917085814382673,0.0998314802646989,-0.0046450597548212125,,0.021589823828903176,0.020813304520058917,0.17876039583018022,-0.09606834028795286,0.007144529882501693,0.03191864722721527,-0.022376302441272977,0.022948121792063958,-0.040957847138732184,-0.009029618593959676,0.10119856049968146,0.023168008514701022,0.02932808882748339,0.00990633856963341,-0.027998003410504735,-0.07803230147367857,-0.07701812661233254,0.14366817201513404
2021-05-26,-0.038672925829822735,-0.12583564176716644,-0.016126449941199827,-0.024970783151274434,-0.09170888802969557,,0.009778114002260585,-0.027120646302897233,-0.12211310744612014,-0.08010177417899245,0.007429353506005931,-0.252177815503451,0.03264570674427514,0.06925316764173206,-0.031798466894391586,-0.022557301908294636,0.09332179937983986,,-0.05834585578839091,0.024262919588568188,-0.024526762844188754,-0.004422415873229335,-0.06486883659225451,-0.022261571309665995,0.07378248566106471,0.00048043696524247004,0.06077986549834802,-0.09333195987972254,-0.003219566691399889,0.004470440923780794,-0.0440529309221811,-0.04005526332762632,-0.0649506560512666,0.04582516515108437,-0.012589720583942698,0.01746265941457037,-0.0374525507301412,-0.011572438902356486,-0.05180911679249234,-0.015054447064244303,-0.006463689895422453,-0.019917892230546297,-0.00031190737254416234,0.013143068867972785,0.016610091400524496,-0.004005871222946711,0.03295089963602282,0.0958699124863378,0.002909576936376501,-0.1446870142108433,-0.00406702072201226,-0.00885679757905633,-0.02873583379291922,-0.019544364595211028,0.004646297616055506,-0.019769999394416482,0.09191285103269187,0.0028855597588837156,0.02459650892700349,-0.06315272565153818,-0.09516441697912481,-0.02542084287180535,-0.06272621430334879,-0.15146379184211345,-0.21714669800119069,-0.09685490799004748,-0.015089606712842984,-0.01741992564261141,0.00795434337538925,-0.03276808304926071,-0.12937609487824941,-0.06374650901543144,,0.0013893295107823,-0.03932928049213247,0.00750626217955408,0.03660324207403809,-0.033537215012549804,0.013946179551143967,-0.08637058456277746,-0.010038315209659698,-0.0009897211373208759,0.004916815954710607,-0.0005141864356980053,0.04079372417537619,-0.04780472820452086,-0.005994439190288414,0.09702598807995422,0.056706903339098336,0.013328467411204192,-0.037400019493217806
2021-04-14,-0.029629729044969966,0.0390708171869012,-0.07672182003837635,0.04068519599955778,0.0017257454016810225,,-0.11175053315223349,0.039099150044700215,0.020776957244583727,-0.07037447060564528,0.045821758223195896,-0.0076537777068313995,-0.06271177563529395,0.04568383924291641,-0.08629788717750819,-0.0350823111048878,-0.025983721108505664,,-0.11016586072683854,-0.0648414645948826,-0.06244493698694642,-0.15276189700927945,-0.06023092601835256,-0.02910602125720907,-0.14577915609032177,-0.010669672902566707,-0.08354297291284063,-0.05747308171854648,0.062276904953490364,-0.03226012147156132,-0.024276082145503253,-0.11942444115684447,-0.07581027913161542,-0.07382140861988062,-0.029309066765723757,0.020895614043230593,-0.015825049630182386,0.006887012716445318,-0.058143747275571145,-0.08723460563416663,-0.02782763127558674,0.008476877953707662,0.018462151444440966,-0.08519689401997343,0.12081987933601912,-0.05998439840033021,-0.06562432198188395,-0.08850163868411087,-0.035435317582874104,-0.09351276181274493,0.011818969204710594,0.03784776621468722,0.04320971416067332,-0.008779885416647759,-0.08345122531682547,-0.01876923898118299,-0.0309372037753588,-0.03109068236027024,0.039052982707439066,-0.010747272353865078,0.013961475223654096,0.0770381447048687,0.07496622995028601,-0.03382274456341949,-0.026942791416159406,-0.030784886685701895,-0.041739792519272845,-0.05428253845481856,-0.024486161222652347,-0.06412484930034423,0.022343790209248038,0.012472753340111664,,-0.10412272606399564,0.01642568703258851,-0.13438976056490182,-0.00740003077249074,-0.10213105452017268,0.00609134035032044,-0.09716010635460981,0.004912019495901143,-0.09094650181119668,-0.005584140141375538,-0.17978637649037543,-0.03599531948630852,-0.02383390918606698,0.023775645594356076,0.03835625937468912,-0.09701303361199476,-0.023879671587908047,-0.041449753761439445
